Image URL,Name,Supplier Name,Published Date,Topics,ProductDescription,Reason for recall,Hazard,Consumer should do,SupplierName-Recall,SupplierWebsite,SupplierWebsite-href,TradersList,Sale Period,Product-sold,CountryofManufacture,RecallAdvertdoc,RecallAdvertdoc-href,Regulator-responsibleforthis
https://www.productsafety.gov.au/system/files/styles/media_library/private/RZR%20Pro%20XP%20MY2021.jpg?itok=BWMzlKsh,RZR Pro XP Side By Side Vehicles MY2021,Polaris Sales Australia Pty Ltd,23 July 2021,"
  
  Vehicles (unregistered or off-road)
  Quadbikes and all-terrain vehicles (ATVs)","
  RZR Pro XP
 
 Side By Side Vehicles 
 
 
 
 Model Year 2021
 
 
 
 24 affected vehicles
  
 
  See a list of details to help identify the product.","The turbocharger may have a raised edge at the oil supply line sealing surface, which may result in an oil leak.",,"Consumers should not operate their vehicle until the safety recall has been completed. Consumers should contact their preferred Polaris dealer and arrange a time to book their vehicle in for repairs.
 
 
 To find a local dealer, visit www.polarisaustralia.com/find-a-dealer/list-view/(link is external) or call 1300 654 142
 
 
 For further information, consumers should contact Polaris Customer Service on 03 9394 5671",Polaris Sales Australia Pty Ltd(link is external),Polaris Sales Australia Pty Ltd(link is external),https://www.polarisaustralia.com/,,"8 February 2021
  - 11 June 2021",Nationally,,VIN list.pdf 29.45 KB,https://www.productsafety.gov.au/system/files/VIN%20list_222.pdf,Quote PRA number 2021/19096 when contacting a regulator about this recall.
https://www.productsafety.gov.au/system/files/styles/media_library/private/Polaris%20General%20MY2021.jpg?itok=6ekx3Aqm,Polaris General Side By Side Vehicles MY2021,Polaris Sales Australia Pty Ltd,22 July 2021,"
  
  Vehicles (unregistered or off-road)
  Quadbikes and all-terrain vehicles (ATVs)","
  Polaris General 
 
 Side By Side Vehicles 
 
 
 
 Model Year 2021
 
 
 
 23 affected vehicles
  
 
  See a list of details to help identify the product.",The vehicles may have been manufactured with an incorrect weld between the brake pedal pivot bracket and the EPS mounting bracket.,,"Polaris will contact dealers to organise for affected vehicles to be repaired.
 
 
 For further information, consumers should contact Polaris Customer Service on 03 9394 5671.",Polaris Sales Australia Pty Ltd(link is external),Polaris Sales Australia Pty Ltd(link is external),https://www.polarisaustralia.com/,,,Nationally,,VIN list.pdf 29.8 KB,https://www.productsafety.gov.au/system/files/VIN%20list_220.pdf,Quote PRA number 2021/19070 when contacting a regulator about this recall.
https://www.productsafety.gov.au/system/files/styles/media_library/private/KTM%20450%20SX-F%20MX%20Competition%20Motorcycle%20MY2021.png?itok=7WLgL_yd,KTM 450 SX-F MX Competition Motorcycles MY2021,KTM Australia Pty Ltd,22 July 2021,"
  
  General product safety","
  KTM 450 SX-F MX Competition Motorcycles 
 
 Model Year 2021
 
 
 
 5 affected motorcycles
  
 
  See a list of details to help identify the product.",A defective shift drum may have been installed in affected motorcycles. The shift drum may break during riding.,,"Consumers will be contacted by KTM Australia and their authorised dealers. Authorised dealers will replace the shift drum, free of charge.
 
 
 For further information, consumers can contact KTM Australia on 1800 644 771 or find their nearest authorised dealer using the dealer search option at https://www.ktm.com/en-au/find-a-dealer.html(link is external)",KTM Australia Pty Ltd(link is external),KTM Australia Pty Ltd(link is external),https://www.ktm.com/au/,,"19 March 2021
  - 17 May 2021",Nationally,,VIN list.xlsx 9.53 KB,https://www.productsafety.gov.au/system/files/VIN%20list_648.xlsx,Quote PRA number 2021/19116 when contacting a regulator about this recall.
https://www.productsafety.gov.au/system/files/styles/media_library/private/Klein%20Tools%20Non%20Contact%20Voltage%20Tester%20NCVT-1.png?itok=dIk8wPCc,Klein Tools Non Contact Voltage Tester NCVT-1,MUMME Tools Pty Ltd,21 July 2021,"
  
  Industry, tools and machinery
  Tools and machinery","
  Klein Tools Non Contact Voltage Tester NCVT-1
 
 A battery operated, hand held, non contact voltage tester
 
 
 
 Product is marked with a date code ending in H7, ie. 'XXXXX'-H7
 
 Only batch H7 is affected by this recall
 
 
 
  
 
  See a list of details to help identify the product.","The green light on the tip of the tool remains on when the on/off button is depressed, indicating the tool is “ready to detect voltage,” when it is not.","If a user believes the tool is ready to detect voltage when it is not, they may not get an accurate voltage reading, increasing the risk of electric shock.","Check the date code of your tester to see if it is affected. If you have an affected tester, immediately stop using the tester and contact Klein Tools Australia to arrange for a replacement or return the product to the place of purchase for a full refund.For more information, consumers can contact Klein Tools Australia on 1800 553 468 or email return@kleintools.com.au(link sends email)",MUMME Tools Pty Ltd(link is external),MUMME Tools Pty Ltd(link is external),https://www.kleintools.com.au/,"Hardware stores including:
 
 Bunnings stores
 
 Total Tools","1 September 2020
  - 4 April 2021",NationallyInternational,,Recall advertisement.pdf 242.39 KB,https://www.productsafety.gov.au/system/files/recall/Recall%20advertisement_2235.pdf,Quote PRA number 2021/18993 when contacting a regulator about this recall.
https://www.productsafety.gov.au/system/files/styles/media_library/private/Villeroy%20%26%20Boch%20Bamboo%20Placemats.jpg?itok=cEf20PI_,Villeroy & Boch Essentials Green and Brown Bamboo Placemats,Villeroy & Boch Australia Pty Ltd,20 July 2021,"
  
  Home and garden
  Kitchenware and containers","
  Villeroy & Boch Essentials Bamboo Placemats
 
 
 
 Available in green and brown
 
 
  
 
  See a list of details to help identify the product.",The dye used in the cotton piping of the green and brown placemats contains hazardous azo-dyes.,,"Customers should stop using these products and return them to a Villeroy & Boch sales outlet or to Villeroy & Boch by post for a full refund.
 
 
 For more information, consumers can contact Villeroy & Boch on 1800 252 770 (Monday to Friday, 9am - 4pm AEST) or vbauscs@villeroy-boch.com(link sends email)",Villeroy & Boch Australia Pty Ltd(link is external),Villeroy & Boch Australia Pty Ltd(link is external),https://www.villeroy-boch.com.au/,,"1 January 2016
  - 31 March 2021",Nationally,,Recall advertisement.pdf 124.73 KB,https://www.productsafety.gov.au/system/files/recall/Recall%20advertisement_1920.pdf,Quote PRA number 2021/19068 when contacting a regulator about this recall.
https://www.productsafety.gov.au/system/files/styles/media_library/private/Nice%20%26%20Nifty%20Deluxe%20Animal%20Night%20Lights.jpg?itok=efRf2CK2,Nice & Nifty Deluxe Animal Night Lights,Australia Post,20 July 2021,"
  
  Chemicals and poisons
  Hazardous materials
  Electronics and technology
  Button batteries
  Home and garden
  Decorations, candles and novelties
  Lighting","
  Dog and dinosaur shaped children's night lights
 
 
 
 The packaging's 'try me' button contains three button batteries
  
 
  See a list of details to help identify the product.",The button battery compartment of the ‘try me’ button in the packaging of the product may not be adequately secured and the batteries may be easily accessible.,,"Consumers should ensure the product packaging is kept out of reach of children and disposed of. Consumers can return the product to an Australia Post outlet for a full refund.
 
 
 For more information, consumers can contact Australia Post on 13 13 18 (Monday to Friday, 8am–6pm).",Australia Post(link is external),Australia Post(link is external),http://www.auspost.com.au/,,"1 September 2020
  - 7 July 2021",NationallyOnline,,Recall advertisement.pdf 156.4 KB,https://www.productsafety.gov.au/system/files/recall/Recall%20advertisement_1932.pdf,Quote PRA number 2021/19130 when contacting a regulator about this recall.
https://www.productsafety.gov.au/system/files/styles/media_library/private/Kaiser%20Style%20Felix%20Fox%20Baby%20Comforter.png?itok=TFDMNxEB,Kaiser Style Felix Fox Baby Comforter,Kaisercraft Pty Ltd,16 July 2021,"
  
  Kids' toys
  Stuffed and plush toys
  Toys for babies and toddlers","
  Kaiser Style Felix Fox Baby Comforter
  
 
  See a list of details to help identify the product.",The comforter has a black nose that can separate from the plush toy.,,"Consumers should immediately stop using the product and return the product to the nearest Kaisercraft store to receive a full refund.
 
 
 For further information, consumers can contact the nearest Kaisercraft store directly via the website https://www.kaisercraft.com.au/pages/contact-us(link is external), by phone on 03 5240 2000 or via email at sales@kaisercraft.com.au(link sends email)",Kaisercraft Pty Ltd(link is external),Kaisercraft Pty Ltd(link is external),https://www.kaisercraft.com.au/,,"5 November 2020
  - 12 July 2021",NationallyOnline,,Recall advertisement.pdf 179.87 KB,https://www.productsafety.gov.au/system/files/recall/Recall%20advertisement_1923.pdf,Quote PRA number 2021/19132 when contacting a regulator about this recall.
https://www.productsafety.gov.au/system/files/styles/media_library/private/Delaware%20HB%20Left%20Side.jpg?itok=dwF6-wZo,Auto-Trail Motorhomes MY2012-2020 (updated),Elite RV,14 July 2021,"
  
  Vehicle accessories (registered)
  Caravan, motorhome and camper accessories","
  Recall updated: 7 June 2024 - updated supplier contact details
 
 MyRV motorhomes vehicles below:
 
 
 AutoTrail - MyRV NB (Variants: Apache, FB, Delaware)
 MyRV - Fiat Ducato II Series (Variants: FB, EB, EKS, Imala, Delaware, Scout)
 MyRV -AL-KO Fiat Ducato II TA (Comanche)
 MyRV -AL-KO Fiat Ducato II SA (Delaware, Scout)
 
 
 
 
 Gas oven
 
 The kitchenette of the motorhome includes gas fuelled oven and hotplates.
 
 Model Years 2012-2020
 
 
 
 446 affected vehicles
 
  
 
  See a list of details to help identify the product.","Liquefied Petroleum Gas (LPG) is a colourless, highly flammable gas that may leak and build up inside the caravan where the consumer gas piping is located inside the caravan.
 
 
 Some models may have defects in relation to the relevant gas safety standard for installation in caravans for non-propulsive purposes:LP Gas cylinder compartments are not correctly sealed or vented.Ventilation of the living area is not sized or located correctly.Gas safety labelling does not comply with the requirements for gas systems in recreational vehicles.","In the event of a gas leak, the following may occur:","Consumers can continue to use their gas appliances but should have the windows, door or roof vent open for more ventilation until the vehicle is repaired.
 
 
 Consumers should contact their nearest Elite RV Service Centre via https://www.auto-trail.com.au/contact-auto-trail-australia/(link is external) to arrange for modifications to the installation, free of charge.
 
 
 For further information, consumers can contact Elite RV on 07 5593 6140 or at service@eliterv.com.au(link sends email).",Elite RV(link is external),Elite RV(link is external),https://www.auto-trail.com.au/,,"3 August 2012
  - 20 November 2020",Nationally,,Updated recall advertisement - 7 June 2024.pdf 647.99 KB,https://www.productsafety.gov.au/system/files/recall/Updated%20recall%20advertisement%20-%207%20June%202024.pdf,Quote PRA number 2021/18958 when contacting a regulator about this recall.
https://www.productsafety.gov.au/system/files/styles/media_library/private/Can-Am%20Defender%20Traxter%20HD10%20Side%20by%20Side%20Vehicle.png?itok=DOqiLC_x,Can-Am Defender Traxter HD10 Side by Side Vehicles MY2020-2021,Bombardier Recreational Products (BRP),14 July 2021,"
  
  Vehicles (unregistered or off-road)
  Quadbikes and all-terrain vehicles (ATVs)","
  Can-Am Defender Traxter HD10 side-by-side vehicles fitted with an Apache 360 LT Track System and the Apache Backcountry track system.
 
 Track kits were sold by BRP and aftermarket sellers.
 
 
 
 Model Years 2020-2021 
 
 
 
 628 affected vehicles
 
 
 
 Vehicles fitted with a Can-Am CVT air intake relocator kit are not affected.
 
 
  
 
  See a list of details to help identify the product.","Vehicles with a track kit used in the snow may experience overheating of the drive belt, or the drive belt breaking into pieces and the stock Continuously Variable Transmission (CVT) air intake becoming completely obstructed by snow.",,"BRP recommends that consumers inspect the CVT intake in deep snow conditions to ensure a blockage does not exist. If blockage does exist, consumers should carefully clean the snow from the filter.
 
 
 For consumers with track kits for use in snow, BRP will refund or pay for the installation of a CVT air intake relocating kit.
 
 
 For more information, consumers can contact BRP by phone on 1800 531 996 or via email infobrpaustralia@brp.com(link sends email)",Bombardier Recreational Products (BRP)(link is external),Bombardier Recreational Products (BRP)(link is external),https://www.brp.com/,,"1 February 2019
  - 9 July 2021",Nationally,,VIN list.xlsx 17.38 KB,https://www.productsafety.gov.au/system/files/VIN%20list_647.xlsx,Quote PRA number 2021/19091 when contacting a regulator about this recall.
https://www.productsafety.gov.au/system/files/styles/media_library/private/Cool%20Fishing%20Game.jpg?itok=l4Q93oK4,Cool Fishing Game,Bargain Buys Griffith,14 July 2021,"
  
  Kids' toys
  Games and puzzles
  Toys for babies and toddlers","
  Cool Fishing Game
  
 
  See a list of details to help identify the product.","The product does not meet the requirements of the mandatory standard 'Consumer Protection Notice No. 14 of 2003 - Consumer Product Safety Standard: Toys for children up to and including 36 months of age'. 
 
 
 The product contains small parts.",,"Consumers should return the product to the place of purchase for a full refund.
 
 
 For further information, consumers can contact Bargain Buys Griffith on 02 6964 7121.",Bargain Buys Griffith,,,,"27 May 2019
  - 27 May 2021",New South Wales,,Recall advertisement.pdf 136.89 KB,https://www.productsafety.gov.au/system/files/recall/Recall%20advertisement_1877.pdf,Quote PRA number 2021/19082 when contacting a regulator about this recall.
https://www.productsafety.gov.au/system/files/styles/media_library/private/Finger%20Torch%204%20Pack.jpg?itok=iKauOyXV,Finger Torch 4 Pack,Glowstix Australia Pty Ltd,12 July 2021,"
  
  Chemicals and poisons
  Hazardous materials
  Electronics and technology
  Button batteries
  Home and garden
  Lighting","
  Plastic LED finger torch containing non-lithium button batteries 
 
 
 
 The product contains three button batteries
 
 
 
 
 
 
 
 
  
 
  See a list of details to help identify the product.",The battery compartment is not adequately secured and the button batteries in the product are easily accessible.,,"Consumers should stop using the product and ensure it is kept out of reach of children. Owners of the affected products have been advised by their school to return the product to the school office for a full refund. 
 
 
 For more information, consumers can contact Glowstix Australia on 1300 858 100 (Monday to Friday 9am- 5pm AEST) or via email at info@glowstix.com.au(link sends email)",Glowstix Australia Pty Ltd(link is external),Glowstix Australia Pty Ltd(link is external),https://www.glowstix.com.au/,,"13 November 2020
  - 17 March 2021",New South WalesQueenslandWestern Australia,,Recall advertisement.pdf 443.43 KB,https://www.productsafety.gov.au/system/files/recall/Recall%20advertisement_1915.pdf,Quote PRA number 2021/19086 when contacting a regulator about this recall.
https://www.productsafety.gov.au/system/files/styles/media_library/private/Kaisercraft%20Kids%20Plastic%20Drink%20Bottle.png?itok=XScDNbCG,Kids Plastic Drink Bottles,Kaisercraft Pty Ltd,9 July 2021,"
  
  Home and garden
  Kitchenware and containers","
  Kaiser Kids Plastic Drink Bottles in various colours and designs 500mL and 700mL
  
 
  See a list of details to help identify the product.",The small silicone valve in the cap of the drink bottle may separate.,,"Consumers should immediately stop using the products and return them to the nearest Kaisercraft store to receive a full refund.
 
 
 For further information, consumers can contact Kaisercraft by phoning 03 5240 2000 (Monday to Friday, 9am - 5pm AEDT) or via email at sales@kaisercraft.com.au(link sends email) or go to www.kaisercraft.com.au(link is external)",Kaisercraft Pty Ltd(link is external),Kaisercraft Pty Ltd(link is external),https://www.kaisercraft.com.au/,,"13 December 2017
  - 24 June 2021",NationallyOnline,,Recall advertisement.pdf 922.72 KB,https://www.productsafety.gov.au/system/files/recall/Recall%20advertisement_1904.pdf,Quote PRA number 2021/19107 when contacting a regulator about this recall.
https://www.productsafety.gov.au/system/files/styles/media_library/private/Pool%20table%20iron%20-%20side%20view.jpg?itok=YCfDazfV,Pool Table Iron,Mal Atwell Billiards and Bingo,8 July 2021,"
  
  Home and garden
  Home electrical appliances
  Sports and recreation
  Other sports equipment","
  Electric iron used for flattening and smoothing the felt on billiards, pool and snooker tables
 
 Iron has a green body with a heat-insulating layer between the ironing surface and the body of the iron. The iron rests on a flat heat-resistant stand.
  
 
  See a list of details to help identify the product.","The heat control pad and the heat resistant stand of the iron contain asbestos. Asbestos fibres may be released if the iron is disassembled, under certain types of use or with time as the iron and stand are handled and used.",,"Owners of the affected irons should cease using the irons immediately and contact the place of purchase for further advice. Consumers must not attempt to maintain, disassemble, modify or repair their irons. After contacting the place of purchase or the supplier of the iron, owners may wish to contact an asbestos disposal expert to arrange safe handling, storage, transportation and disposal of the iron at a facility that handles hazardous waste. Further information about disposal of asbestos waste can be obtained from local government authorities, the relevant environmental protection agency or waste disposal authority in your state or territory.Owners of recalled irons will be provided with a replacement iron that does not contain asbestos.For further information about this recall, contactConsolidated Leisure and Sport Pty Ltd by phoning 03 9499 5444Mal Atwell Billiards and Bingo by phoning 08 3954 9150email contactus@trueline.com.au(link sends email)",Mal Atwell Billiards and Bingo(link is external),Mal Atwell Billiards and Bingo(link is external),https://www.malatwell.com.au/,,"1 December 2018
  - 31 October 2020",NationallyInternational,,Recall advertisement.pdf 85.99 KB,https://www.productsafety.gov.au/system/files/recall/Recall%20advertisement_1898.pdf,Quote PRA number 2021/19010 when contacting a regulator about this recall.
https://www.productsafety.gov.au/system/files/styles/media_library/private/Capilene%20Cool%20Daily%20Long%20Sleeve%20Shirt.jpg?itok=V9Ha1ju-,"Patagonia Tropic Comfort Tops, Capilene Cool Daily Tops and Capilene Cool Daily Sun Mask - updated identifying features",Patagonia Australia,7 July 2021,"
  
  Clothing and fashion accessories
  Clothing (daywear)
  Sports and recreation
  Camping","
  Tropic Comfort Tops:
 
 Women's Tropic Comfort Crew
 
 Women's Tropic Comfort Hoody
 
 Men's Tropic Comfort Crew II
 
 Men's Tropic Comfort Hoody II
 
 
 
 Capilene Cool Daily Tops:
 
 Men's and women's Cool Daily Shirts (with and without graphics)
 
 Men's and women's long sleeve Cool Daily Shirts (with and without graphics)
 
 Men's and women's Cool Daily Hoody
 
 Boys' and girls' long sleeve Cool Daily T-Shirt
 
 Baby Cool Daily Crew
 
 
 
 Capilene Cool Daily Sun Mask
 
 Affected shirts were manufactured between 2019-2021.
 
 
 
 See attached list of styles for identifying numbers and photographs
 
 
 
  
 
  See a list of details to help identify the product.","The products are labelled indicating that they have a protection level of UPF (Ultraviolet Protection Factor) 50+, however they may only have a protection level of UPF 17.5.","If the products do not offer the indicated level of protection, the wearer may be exposed to greater levels of UV radiation than expected. This may lead to sunburn and may pose a risk of serious and sometimes irreversible damage to skin.","Consumers should visit www.patagonia.com.au(link is external) or the place of purchase to organise to return the product and receive a full refund or credit.
 
 
 For more information, consumers can contact Patagonia on 1800 326 889, contact@patagonia.com.au(link sends email) or via the website www.patagonia.com.au(link is external)",Patagonia Australia(link is external),Patagonia Australia(link is external),https://www.patagonia.com.au/,"Patagonia retail stores
 
 Patagonia Online Australia
 
 Other outdoor, sport and adventure stores (see attached Traders list)","1 April 2019
  - 7 June 2021",NationallyInternationalOnline,,Traders list.pdf 117.67 KB,https://www.productsafety.gov.au/system/files/Traders%20list_22.pdf,Quote PRA number 2021/19123 when contacting a regulator about this recall.
https://www.productsafety.gov.au/system/files/styles/media_library/private/Barbie%20Organic%20Playsuit%20Size%202.jpg?itok=Zj1YfjrK,Barbie (TM) Organic Playsuit Size 2,Futureco Global Limited,6 July 2021,"
  
  Clothing and fashion accessories
  Clothing (daywear)","
  Barbie (TM) Organic Playsuit 
 
 Size 2 garment 
 
 
 
 The article number is located on the care instruction labelling
  
 
  See a list of details to help identify the product.","These products do not comply with the fire hazard labelling requirements of the mandatory standard 'Consumer Goods (Children's Nightwear and Limited Daywear and Paper Patterns for Children's Nightwear) Safety Standard 2017'.
 
 
 The size 2 garments do not carry the fire hazard information label.",,"Consumers should immediately cease using the garment and return it to any Big W store for a full refund.
 
 
 For further information concerning this recall, contact Futureco on email at info@futurecoglobal.com(link sends email) or by calling Big W Customer Service on 1300 244 999 or via the website https://www.bigw.com.au/help/recalls(link is external)",Futureco Global Limited,,,,"30 November 2020
  - 2 June 2021",Nationally,,Recall advertisement.pdf 283.61 KB,https://www.productsafety.gov.au/system/files/recall/Recall%20advertisement_1880.pdf,Quote PRA number 2021/19083 when contacting a regulator about this recall.
https://www.productsafety.gov.au/system/files/styles/media_library/private/HEROISK%20and%20TALRIKA%20Plates%2C%20Bowls%20and%20Mugs.jpg?itok=UHvthsiA,"HEROISK and TALRIKA Plates, Bowls and Mugs",IKEA Pty Limited,5 July 2021,"
  
  Home and garden
  Kitchenware and containers","
  HEROISK and TALRIKA Plates, Bowls and Mugs:
 
 
 
 1. TALRIKA deep plate light green 4 pack
 
 Height: 5cm
 
 Diameter: 20cm
 
 Material: Polylactic plastic
 
 
 
 2. TALRIKA bowl light red 4 pack
 
 Height: 6cm
 
 Diameter: 14cm
 
 Material: Polylactic plastic
 
 
 
 3. TALRIKA mug light red 4 pack
 
 Height: 8cm
 
 Volume: 25cl
 
 Material: Polylactic plastic
 
 
 
 4. TALRIKA side plate dark blue 4 pack 
 
 Diameter: 19cm
 
 Material: Polylactic plastic
 
 
 
 5. HEROISK side plate blue/light red 2 pack 
 
 Diameter: 19cm
 
 Material: Polylactic plastic
 
 
 
 6. HEROISK plate with 3 compartment light red/green 2 pack
 
 Diameter: 22cm
 
 Material: Polylactic plastic
 
 
 
 7. HEROISK mug light red/yellow 2 pack
 
 Height: 8cm
 
 Volume: 25cl
 
 Material: Polylactic plastic
 
 
 
 8. HEROISK bowl green/yellow 
 
 Height: 5cm
 
 Diameter: 14cm
 
 Material: Polylactic plastic
 
 
 
 
  
 
  See a list of details to help identify the product.",The product may break during use.,,"Consumers should return the product to IKEA for a full refund or to exchange for a similar product. Proof of purchase (receipt) is not required.
 
 
 For further information, please visit www.IKEA.com.au/recalls(link is external) or contact IKEA by phone on:
 
 
 ACT/NSW - 02 8020 6641
 
 Qld/NT - 07 3380 6800
 
 Vic/Tas - 03 8523 2154
 
 SA - 08 8234 3333
 
 WA - 08 8234 3944",IKEA Pty Limited(link is external),IKEA Pty Limited(link is external),https://www.ikea.com.au/,,"1 August 2019
  - 4 May 2021",Nationally,,Recall advertisement.pdf 240.88 KB,https://www.productsafety.gov.au/system/files/recall/Recall%20advertisement_1882.pdf,Quote PRA number 2021/19039 when contacting a regulator about this recall.
https://www.productsafety.gov.au/system/files/styles/media_library/private/Sage%20rattle.jpg?itok=wTiwCoO0,Wooden Rattle Toy,OB Designs Pty Ltd,5 July 2021,"
  
  Kids' toys
  Rattles and toy teethers
  Toys for babies and toddlers","
  A wooden rattle toy with silicone bead ring
 
 Available in colours sage, turmeric, cinnamon, blush and multi
  
 
  See a list of details to help identify the product.",The product does not comply with the size and shape requirements of the mandatory standard 'Consumer Protection Notice No. 14 of 2003 - Consumer Product Safety Standard: Toys for children up to and including 36 months of age'.,,"Consumers should dispose of the rattle and contact OB Designs for a replacement rattle.
 
 
 For more information, consumers can contact OB Designs on info@obdesigns.net(link sends email)",OB Designs Pty Ltd(link is external),OB Designs Pty Ltd(link is external),https://www.obdesigns.com.au/,,"1 March 2021
  - 15 May 2021",NationallyInternationalOnline,,Recall advertisement.pdf 322.46 KB,https://www.productsafety.gov.au/system/files/recall/Recall%20advertisement_1867.pdf,Quote PRA number 2021/19111 when contacting a regulator about this recall.
https://www.productsafety.gov.au/system/files/styles/media_library/private/Plum%20Silicone%20Soother%20-%20front%20of%20packaging%20%28grey%29.jpg?itok=d8XPFWgk,Plum Silicone Soother,Plum Australia,5 July 2021,"
  
  Baby and toddler products
  Dummies and soothers","
  Plum Silicone Soother
 
 Sold in a range of colours
 
 Sizes NB-6m and 6-18m
  
 
  See a list of details to help identify the product.","The product may have been damaged by its packaging, and the teat may break off the shield.",,"Consumers should immediately stop using the product and return it to any Baby Bunting store for a full refund.
 
 
 For more information, consumers can contact Plum Australia on orders@plumaustralia.com.au(link sends email) or 
 
 03 9580 6055.",Plum Australia(link is external),Plum Australia(link is external),http://www.plumcollections.com.au/,,"3 May 2021
  - 24 June 2021",New South WalesQueenslandSouth AustraliaVictoriaWestern Australia,,Recall advertisement.pdf 764.56 KB,https://www.productsafety.gov.au/system/files/recall/Recall%20advertisement_1876.pdf,Quote PRA number 2021/19114 when contacting a regulator about this recall.
https://www.productsafety.gov.au/system/files/styles/media_library/private/Hillside%20Loft%20Bunk%20Bed.png?itok=v2LjSeCH,Hillside Loft Bunk Bed,Amart Furniture Pty Ltd,4 July 2021,"
  
  Home and garden
  Indoor furniture and furnishings","
  Loft bunk bed
 
 
 
 Single size
 
 
  
 
  See a list of details to help identify the product.","The product does not comply with the requirements of the mandatory standard 'Trade Practices Act 1974 Consumer Protection Notice No. 1 of 2003 Consumer Product Safety Standard: Bunk Beds'.
 
 
 The product has four coat hooks which extend further than the standard allows and may catch on a child's clothing.",,"Consumers should immediately contact Amart Furniture to request a repair kit to remove the coat hooks.
 
 
 For more information, consumers can contact Amart Furniture by phone on 1800 383 291 (Monday to Friday, 9am - 5pm AEST) or via email at support@amartfurniture.com.au(link sends email)",Amart Furniture Pty Ltd(link is external),Amart Furniture Pty Ltd(link is external),https://www.amartfurniture.com.au/,,"13 October 2018
  - 1 June 2021",NationallyOnline,,Trader list.xlsx 11.83 KB,https://www.productsafety.gov.au/system/files/Trader%20list_7.xlsx,Quote PRA number 2021/19077 when contacting a regulator about this recall.
https://www.productsafety.gov.au/system/files/styles/media_library/private/Clinell%20Universal%20Wipes.png?itok=WzqHQmfU,Clinell Universal Wipes,GAMA Healthcare Australia Pty Ltd,4 July 2021,"
  
  Cosmetic and health products
  Pharmacy and medical products","
  Clinell Universal Wipes
 
 Pack of 200
 
 Low level instrument grade disinfectant wipes for cleaning of non-invasive medical devices
 
 Batch numbers: UJV3032520A and UJV6032620A
 
 
 
 ARTG 299351
 
 (GAMA Healthcare Australia Pty Ltd - Medical device cleaning/disinfecting wipe)
  
 
  See a list of details to help identify the product.",The affected batches are contaminated with a low level of Burkholderia cepacia bacteria.,Burkholderia cepacia may cause serious infections or health complications in people with weakened immune systems,"Consumers should not use the product and should contact GAMA Healthcare Australia to organise for a replacement. 
 
 
 For more information, consumers can contact GAMA Healthcare Australia on australia@gamahealthcare.com(link sends email) or by phone on 03 9769 6600.",GAMA Healthcare Australia Pty Ltd(link is external),GAMA Healthcare Australia Pty Ltd(link is external),https://gamahealthcare.com.au/,,"18 August 2020
  - 12 January 2021",NationallyOnline,,,,Quote PRA number 2021/19088 when contacting a regulator about this recall.
https://www.productsafety.gov.au/system/files/styles/media_library/private/Merits%20Mobility%20Scooters%20and%20Chairs%20Seat%20Base.jpg?itok=ZvSFLRfY,Merits Mobility Scooters & Chairs,RothCorp Australia Pty Ltd ATF IW Rothall Family Trust No 2 t/as Merits Australasia and The Rehabilitation Centre,4 July 2021,"
  
  Cosmetic and health products
  Mobility and accessibility aids","
  Merits mobility scooters & chairs 
 
 Multiple models and serial numbers
 
 
 
 ARTG 352979 
  
 
  See a list of details to help identify the product.",The scooter or chair's seat base pin may fail.,,"Consumers should immediately cease the use of the mobility scooter or chair and return all affected products to the place of purchase to have a replacement seat base installed. 
 
 
 For further information, consumers can contact Merits Australia on 08 8340 8344",RothCorp Australia Pty Ltd ATF IW Rothall Family Trust No 2 t/as Merits Australasia and The Rehabilitation Centre,,,,,Nationally,,Model and serial number list.xlsx 46.73 KB,https://www.productsafety.gov.au/system/files/Model%20and%20serial%20number%20list.xlsx,Quote PRA number 2021/19104 when contacting a regulator about this recall.
https://www.productsafety.gov.au/system/files/styles/media_library/private/Weet-Bix%20Little%20Kids%20Essentials%20spoon.jpg?itok=vABCYZbc,Weet-Bix Little Kids Essentials Spoon,Australian Health & Nutrition Association Limited t/as Sanitarium Health Food Company,4 July 2021,"
  
  Home and garden
  Kitchenware and containers","
  The spoon from the 'Weet-Bix Little Kids Essentials' promotional bowl and spoon set
 
 
 
 Sent to winners of the 'Weet-Bix Little Kids Essentials Bowl Giveaway' promotion
  
 
  See a list of details to help identify the product.",The tip of the spoon may separate from the handle.,,"Consumers should immediately stop using the spoon and place it in a safe and secure spot that is not accessible by children. 
 
 
 A new silicon spoon will be sent to affected consumers as a replacement together with a reply-paid satchel and a direction to return the original spoon. 
 
 
 For more information, consumers can contact Sanitarium Health Food Company on CustomerRelations@sanitarium.com.au(link sends email) or 1800 673 392.",Australian Health & Nutrition Association Limited t/as Sanitarium Health Food Company,,,,"18 May 2021
  - 25 May 2021",Nationally,,Recall advertisement.pdf 106.79 KB,https://www.productsafety.gov.au/system/files/recall/Recall%20advertisement_1869.pdf,Quote PRA number 2021/19071 when contacting a regulator about this recall.
